Time,Type,Command,Duration
14/Feb/2026 10:39:25,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4532,50
06/Feb/2026 20:14:32,Query,SELECT ccexpire FROM creditcard WHERE userid = 4000,32
28/Jan/2026 14:21:47,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1580,62
27/Jan/2026 21:35:53,Connect,dbuser on BCG using TCP/IP,
11/Feb/2026 18:05:38,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7938, WC-SH-T02, 3)",79
13/Feb/2026 06:06:58,Query,SELECT * FROM users WHERE userid = 9452,35
20/Feb/2026 18:24:47,Query,UPDATE users SET email = elizabeth@example.org WHERE userid = 6909,53
01/Feb/2026 01:19:48,Connect,dbuser on BCG using TCP/IP,
16/Feb/2026 22:30:42,Query,SELECT email FROM users WHERE userid = 1915,18
26/Jan/2026 19:15:26,Connect,dbuser on BCG using TCP/IP,
22/Feb/2026 10:34:03,Query,UPDATE users SET email = william@yahoo.com WHERE userid = 5433,88
06/Feb/2026 15:30:54,Query,SELECT ccexpire FROM creditcard WHERE userid = 2752,42
14/Feb/2026 08:11:14,Query,SELECT * FROM users WHERE userid = 9086,17
20/Feb/2026 16:13:22,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth38, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Rodriguez, robert53@yahoo.com)",90
26/Jan/2026 16:04:20,Query,UPDATE products SET stock = stock - 1 WHERE productid = 7654,47
30/Jan/2026 15:33:31,Connect,webapp on BCG using TCP/IP,
08/Feb/2026 14:52:27,Query,SELECT * FROM creditcard WHERE userid = 4951,28
31/Jan/2026 04:42:22,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8101,99
14/Feb/2026 13:58:00,Query,SELECT * FROM creditcard WHERE userid = 6168,33
29/Jan/2026 22:17:34,Connect,admin on BCG using TCP/IP,
12/Feb/2026 20:28:32,Query,SELECT * FROM users WHERE userid = 8538,19
06/Feb/2026 01:41:12,Query,SELECT ccexpire FROM creditcard WHERE userid = 2803,41
15/Feb/2026 22:09:06,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert57, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Garcia, john81@example.org)",26
07/Feb/2026 04:32:44,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4079, WC-SH-T02, 3)",26
19/Feb/2026 07:05:07,Query,SELECT username FROM users WHERE userid = 4329,33
02/Feb/2026 04:38:13,Connect,webapp on BCG using TCP/IP,
05/Feb/2026 00:17:31,Query,SELECT * FROM users WHERE userid = 1942,30
23/Feb/2026 03:38:10,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda18, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Garcia, jennifer88@hotmail.com)",14
19/Feb/2026 03:52:11,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5881, SC-MG-G10, 4)",73
08/Feb/2026 14:20:56,Query,SELECT email FROM users WHERE userid = 4529,43
29/Jan/2026 20:04:12,Query,SELECT * FROM users WHERE userid = 2279,19
07/Feb/2026 08:15:00,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5273,84
07/Feb/2026 22:27:44,Query,SELECT email FROM users WHERE userid = 8171,35
17/Feb/2026 20:07:46,Query,SELECT ccexpire FROM creditcard WHERE userid = 6909,13
23/Feb/2026 15:10:59,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2877, MB-AG-G07, 1)",27
14/Feb/2026 22:48:42,Query,SELECT ccexpire FROM creditcard WHERE userid = 6170,5
09/Feb/2026 10:49:14,Query,SELECT username FROM users WHERE userid = 4051,47
02/Feb/2026 21:41:20,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1774,86
27/Jan/2026 03:56:49,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia15, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Garcia, linda32@hotmail.com)",37
01/Feb/2026 21:46:19,Connect,admin on BCG using TCP/IP,
08/Feb/2026 06:38:25,Connect,webapp on BCG using TCP/IP,
17/Feb/2026 13:08:11,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6483, WC-SH-A01, 4)",16
04/Feb/2026 12:01:50,Query,SELECT * FROM users WHERE userid = 1317,29
20/Feb/2026 19:36:06,Query,SELECT email FROM users WHERE userid = 9595,14
14/Feb/2026 22:52:22,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5026,57
08/Feb/2026 16:57:52,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5272,36
29/Jan/2026 14:51:45,Connect,admin on BCG using TCP/IP,
17/Feb/2026 22:09:16,Connect,admin on BCG using TCP/IP,
02/Feb/2026 01:25:15,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia43, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Davis, michael38@example.org)",58
31/Jan/2026 20:23:59,Connect,webapp on BCG using TCP/IP,
30/Jan/2026 08:42:31,Query,SELECT email FROM users WHERE userid = 4889,33
18/Feb/2026 23:16:46,Query,SELECT * FROM users WHERE userid = 4188,9
26/Jan/2026 21:27:01,Query,SELECT * FROM creditcard WHERE userid = 6798,12
16/Feb/2026 08:21:53,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9697, GT-SC-G01, 1)",50
22/Feb/2026 17:37:10,Query,UPDATE users SET email = john@gmail.com WHERE userid = 1476,41
20/Feb/2026 02:49:36,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7051, FI-AG-G08, 3)",11
03/Feb/2026 22:59:54,Query,SELECT email FROM users WHERE userid = 2865,50
04/Feb/2026 18:55:00,Query,SELECT email FROM users WHERE userid = 8090,27
10/Feb/2026 10:31:53,Query,SELECT username FROM users WHERE userid = 7713,16
21/Feb/2026 10:59:40,Query,SELECT username FROM users WHERE userid = 8399,42
28/Jan/2026 22:19:41,Query,SELECT * FROM creditcard WHERE userid = 4135,26
08/Feb/2026 17:10:48,Query,DELETE FROM sessions WHERE userid = 6059,16
03/Feb/2026 06:39:39,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary67, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Rodriguez, michael74@example.org)",58
27/Jan/2026 17:22:29,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8250,28
03/Feb/2026 03:14:20,Query,SELECT email FROM users WHERE userid = 3491,35
25/Jan/2026 10:38:01,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3200, WC-SH-A01, 2)",71
07/Feb/2026 03:27:32,Query,SELECT ccexpire FROM creditcard WHERE userid = 2655,41
20/Feb/2026 06:15:27,Connect,webapp on BCG using TCP/IP,
06/Feb/2026 18:18:55,Query,SELECT username FROM users WHERE userid = 7994,11
21/Feb/2026 10:21:38,Query,SELECT * FROM creditcard WHERE userid = 9689,36
15/Feb/2026 14:15:40,Query,SELECT email FROM users WHERE userid = 4392,45
07/Feb/2026 22:51:24,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia89, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Jones, jennifer49@example.org)",79
31/Jan/2026 00:26:13,Query,SELECT username FROM users WHERE userid = 6783,32
20/Feb/2026 18:23:22,Query,SELECT ccexpire FROM creditcard WHERE userid = 3733,15
29/Jan/2026 22:19:33,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1783,35
05/Feb/2026 03:50:06,Query,SELECT username FROM users WHERE userid = 9736,48
03/Feb/2026 12:09:09,Query,SELECT ccexpire FROM creditcard WHERE userid = 8297,11
22/Feb/2026 16:16:00,Query,SELECT email FROM users WHERE userid = 4768,50
05/Feb/2026 23:36:15,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5706, WSC-MG-G10, 4)",30
22/Feb/2026 04:14:22,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9204, WC-SH-T02, 2)",58
13/Feb/2026 23:30:09,Connect,dbuser on BCG using TCP/IP,
08/Feb/2026 05:29:30,Query,SELECT username FROM users WHERE userid = 8194,44
01/Feb/2026 05:40:47,Connect,webapp on BCG using TCP/IP,
21/Feb/2026 17:58:18,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert11, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Miller, james64@yahoo.com)",79
16/Feb/2026 09:47:57,Query,SELECT ccexpire FROM creditcard WHERE userid = 3130,14
06/Feb/2026 01:34:53,Query,SELECT * FROM users WHERE userid = 6650,39
24/Feb/2026 03:11:30,Query,DELETE FROM sessions WHERE userid = 5492,22
18/Feb/2026 14:36:58,Connect,admin on BCG using TCP/IP,
11/Feb/2026 14:57:02,Connect,dbuser on BCG using TCP/IP,
12/Feb/2026 10:23:43,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia89, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Davis, james36@yahoo.com)",56
23/Feb/2026 23:19:39,Query,SELECT username FROM users WHERE userid = 7907,45
18/Feb/2026 21:34:38,Query,SELECT username FROM users WHERE userid = 9363,17
05/Feb/2026 06:53:25,Query,DELETE FROM sessions WHERE userid = 9757,10
20/Feb/2026 23:52:37,Connect,dbuser on BCG using TCP/IP,
14/Feb/2026 02:55:44,Query,SELECT * FROM users WHERE userid = 3562,38
11/Feb/2026 16:38:14,Query,SELECT * FROM creditcard WHERE userid = 9920,6
11/Feb/2026 07:26:56,Query,SELECT username FROM users WHERE userid = 9480,24
18/Feb/2026 17:11:56,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia84, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Brown, james36@gmail.com)",42
02/Feb/2026 08:23:31,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6655, WSC-MG-G10, 1)",56
20/Feb/2026 01:48:34,Connect,dbuser on BCG using TCP/IP,
02/Feb/2026 18:37:05,Query,SELECT username FROM users WHERE userid = 1937,20
06/Feb/2026 17:03:05,Query,UPDATE users SET email = jennifer@hotmail.com WHERE userid = 4752,20
26/Jan/2026 14:09:23,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1150, SC-MG-G10, 1)",17
04/Feb/2026 09:37:54,Connect,webapp on BCG using TCP/IP,
13/Feb/2026 07:50:48,Query,SELECT * FROM users WHERE userid = 8973,40
20/Feb/2026 09:18:00,Connect,webapp on BCG using TCP/IP,
08/Feb/2026 13:43:39,Query,SELECT email FROM users WHERE userid = 5295,32
15/Feb/2026 13:38:22,Query,SELECT username FROM users WHERE userid = 7866,17
09/Feb/2026 02:20:46,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9948, FS-SG-G03, 3)",42
28/Jan/2026 23:36:19,Query,SELECT * FROM users WHERE userid = 7669,13
25/Jan/2026 09:21:11,Query,SELECT username FROM users WHERE userid = 1689,10
12/Feb/2026 17:30:27,Query,SELECT * FROM users WHERE userid = 2883,32
13/Feb/2026 04:38:45,Query,DELETE FROM sessions WHERE userid = 2951,28
18/Feb/2026 21:04:20,Query,DELETE FROM sessions WHERE userid = 5784,21
26/Jan/2026 09:01:31,Query,SELECT * FROM users WHERE userid = 7840,32
11/Feb/2026 23:34:48,Query,SELECT * FROM creditcard WHERE userid = 3024,18
08/Feb/2026 04:48:45,Query,SELECT * FROM creditcard WHERE userid = 8976,24
21/Feb/2026 12:16:22,Query,SELECT * FROM creditcard WHERE userid = 4715,12
05/Feb/2026 03:30:21,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia91, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Williams, michael85@company.com)",94
06/Feb/2026 04:18:50,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (8168, FS-SG-G03, 5)",94
23/Feb/2026 20:16:40,Query,DELETE FROM sessions WHERE userid = 5219,28
19/Feb/2026 07:54:26,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1298, WC-SH-A01, 3)",84
23/Feb/2026 04:22:18,Query,SELECT * FROM creditcard WHERE userid = 8113,23
05/Feb/2026 09:04:56,Query,UPDATE users SET email = john@gmail.com WHERE userid = 2870,84
10/Feb/2026 10:46:12,Query,SELECT ccexpire FROM creditcard WHERE userid = 2677,34
30/Jan/2026 23:51:33,Connect,webapp on BCG using TCP/IP,
05/Feb/2026 08:52:28,Query,SELECT username FROM users WHERE userid = 3341,13
31/Jan/2026 00:27:15,Query,SELECT * FROM users WHERE userid = 1648,50
22/Feb/2026 15:41:52,Connect,webapp on BCG using TCP/IP,
29/Jan/2026 01:23:27,Query,SELECT * FROM creditcard WHERE userid = 4911,25
11/Feb/2026 03:46:41,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer78, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Brown, michael20@gmail.com)",11
19/Feb/2026 20:34:17,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2366, WC-SH-T02, 1)",28
24/Feb/2026 06:12:37,Query,SELECT ccexpire FROM creditcard WHERE userid = 2994,19
02/Feb/2026 02:38:37,Query,DELETE FROM sessions WHERE userid = 9723,17
22/Feb/2026 05:30:20,Query,SELECT username FROM users WHERE userid = 8983,19
20/Feb/2026 04:49:11,Query,SELECT * FROM users WHERE userid = 2577,9
09/Feb/2026 13:05:48,Connect,admin on BCG using TCP/IP,
07/Feb/2026 18:19:16,Query,SELECT email FROM users WHERE userid = 9673,5
26/Jan/2026 15:00:42,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2711,60
21/Feb/2026 21:57:05,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william92, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Smith, patricia35@gmail.com)",54
05/Feb/2026 21:18:19,Query,SELECT email FROM users WHERE userid = 8545,49
16/Feb/2026 09:31:11,Query,UPDATE users SET email = michael@company.com WHERE userid = 5343,95
13/Feb/2026 12:00:48,Connect,dbuser on BCG using TCP/IP,
21/Feb/2026 22:38:16,Connect,dbuser on BCG using TCP/IP,
06/Feb/2026 23:21:19,Query,UPDATE users SET email = elizabeth@hotmail.com WHERE userid = 8896,35
11/Feb/2026 01:47:50,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2753,95
16/Feb/2026 02:01:09,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6920, MB-AG-G07, 2)",28
23/Feb/2026 05:12:23,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1499, MB-AG-T01, 4)",31
15/Feb/2026 17:25:49,Query,SELECT email FROM users WHERE userid = 4788,31
20/Feb/2026 17:15:52,Connect,dbuser on BCG using TCP/IP,
11/Feb/2026 06:26:45,Query,SELECT * FROM creditcard WHERE userid = 2812,11
21/Feb/2026 08:55:07,Query,SELECT * FROM users WHERE userid = 9140,26
25/Jan/2026 22:21:16,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert15, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Jones, james64@example.org)",71
20/Feb/2026 02:30:24,Connect,dbuser on BCG using TCP/IP,
14/Feb/2026 03:26:19,Query,SELECT ccexpire FROM creditcard WHERE userid = 9312,47
03/Feb/2026 05:03:40,Connect,webapp on BCG using TCP/IP,
10/Feb/2026 05:04:57,Query,UPDATE users SET email = robert@company.com WHERE userid = 9303,54
05/Feb/2026 04:40:52,Query,UPDATE products SET stock = stock - 1 WHERE productid = 9819,59
13/Feb/2026 03:21:28,Connect,admin on BCG using TCP/IP,
02/Feb/2026 20:25:39,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda90, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Davis, james99@example.org)",83
13/Feb/2026 23:43:59,Query,SELECT * FROM creditcard WHERE userid = 6681,32
16/Feb/2026 04:47:08,Query,SELECT ccexpire FROM creditcard WHERE userid = 6166,28
26/Jan/2026 15:50:54,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3523, WC-SH-G04, 3)",73
09/Feb/2026 19:37:23,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia33, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Mary, Davis, john73@company.com)",50
04/Feb/2026 16:14:18,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4383,65
23/Feb/2026 19:28:20,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6179,35
29/Jan/2026 12:32:05,Query,SELECT ccexpire FROM creditcard WHERE userid = 2754,24
15/Feb/2026 16:11:55,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2829, DC-SG-G02, 4)",53
24/Feb/2026 06:45:11,Connect,dbuser on BCG using TCP/IP,
04/Feb/2026 10:04:24,Query,SELECT * FROM creditcard WHERE userid = 7247,31
16/Feb/2026 01:14:20,Connect,admin on BCG using TCP/IP,
08/Feb/2026 22:53:57,Query,SELECT * FROM users WHERE userid = 1146,34
08/Feb/2026 19:57:24,Query,SELECT * FROM creditcard WHERE userid = 8112,22
12/Feb/2026 23:33:53,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary74, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Johnson, mary85@gmail.com)",79
22/Feb/2026 23:30:33,Query,SELECT * FROM users WHERE userid = 6877,21
07/Feb/2026 14:57:29,Query,SELECT * FROM users WHERE userid = 8170,49
21/Feb/2026 17:58:43,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3795, MB-AG-T01, 4)",25
10/Feb/2026 05:03:46,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer49, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Brown, elizabeth13@gmail.com)",32
17/Feb/2026 22:46:41,Connect,webapp on BCG using TCP/IP,
16/Feb/2026 06:11:59,Query,SELECT username FROM users WHERE userid = 2616,50
22/Feb/2026 05:23:23,Query,SELECT * FROM creditcard WHERE userid = 3045,12
18/Feb/2026 06:40:34,Query,SELECT email FROM users WHERE userid = 1514,5
29/Jan/2026 16:44:13,Query,SELECT * FROM users WHERE userid = 6176,36
28/Jan/2026 09:21:06,Query,UPDATE users SET email = patricia@hotmail.com WHERE userid = 2356,32
30/Jan/2026 05:38:31,Connect,dbuser on BCG using TCP/IP,
26/Jan/2026 17:27:48,Connect,webapp on BCG using TCP/IP,
23/Feb/2026 10:07:26,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5223, DC-SG-G02, 4)",52
08/Feb/2026 01:41:48,Connect,webapp on BCG using TCP/IP,
21/Feb/2026 22:01:29,Connect,admin on BCG using TCP/IP,
23/Feb/2026 11:10:17,Connect,dbuser on BCG using TCP/IP,
11/Feb/2026 16:08:27,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5043,66
23/Feb/2026 09:28:50,Connect,dbuser on BCG using TCP/IP,
07/Feb/2026 00:00:55,Query,SELECT * FROM users WHERE userid = 4306,42
21/Feb/2026 08:05:37,Query,UPDATE users SET email = patricia@company.com WHERE userid = 3451,35
17/Feb/2026 03:21:36,Query,SELECT ccexpire FROM creditcard WHERE userid = 8244,17
29/Jan/2026 10:57:12,Connect,dbuser on BCG using TCP/IP,
09/Feb/2026 02:59:49,Query,SELECT * FROM users WHERE userid = 7092,43
05/Feb/2026 09:03:24,Query,UPDATE users SET email = michael@gmail.com WHERE userid = 9541,18
20/Feb/2026 20:56:12,Query,SELECT username FROM users WHERE userid = 3682,45
12/Feb/2026 18:08:05,Query,SELECT email FROM users WHERE userid = 7710,46
01/Feb/2026 11:43:36,Connect,webapp on BCG using TCP/IP,
19/Feb/2026 17:43:54,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5180, MB-AG-T01, 2)",29
13/Feb/2026 14:49:24,Query,SELECT username FROM users WHERE userid = 5026,44
21/Feb/2026 04:31:06,Query,SELECT * FROM users WHERE userid = 5901,29
31/Jan/2026 01:13:02,Query,UPDATE users SET email = jennifer@hotmail.com WHERE userid = 9049,49
13/Feb/2026 14:44:10,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3866,32
07/Feb/2026 06:14:29,Connect,dbuser on BCG using TCP/IP,
09/Feb/2026 11:18:42,Connect,admin on BCG using TCP/IP,
20/Feb/2026 07:49:53,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1618,45
17/Feb/2026 23:48:51,Query,SELECT email FROM users WHERE userid = 8825,25
28/Jan/2026 03:01:47,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2821, BS-AG-G09, 1)",76
10/Feb/2026 18:36:22,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3174, WC-SH-G04, 3)",67
30/Jan/2026 10:15:52,Connect,admin on BCG using TCP/IP,
04/Feb/2026 13:04:13,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2510, WC-SH-A02, 4)",82
10/Feb/2026 20:47:24,Query,SELECT email FROM users WHERE userid = 1080,31
21/Feb/2026 04:52:23,Query,UPDATE users SET email = michael@company.com WHERE userid = 1495,79
02/Feb/2026 12:16:34,Query,UPDATE users SET email = michael@gmail.com WHERE userid = 3667,39
29/Jan/2026 00:03:40,Query,SELECT email FROM users WHERE userid = 2111,18
27/Jan/2026 10:40:22,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5625, FI-AG-G08, 3)",70
07/Feb/2026 08:04:52,Connect,admin on BCG using TCP/IP,
08/Feb/2026 03:47:02,Query,UPDATE users SET email = mary@yahoo.com WHERE userid = 3239,71
29/Jan/2026 02:53:12,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5460,14
10/Feb/2026 16:04:22,Connect,dbuser on BCG using TCP/IP,
26/Jan/2026 04:11:16,Query,DELETE FROM sessions WHERE userid = 7404,16
27/Jan/2026 01:32:20,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4424,42
19/Feb/2026 09:17:25,Query,SELECT * FROM users WHERE userid = 7823,44
21/Feb/2026 03:05:55,Query,SELECT ccexpire FROM creditcard WHERE userid = 9191,33
07/Feb/2026 01:28:37,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9253, WC-SH-G04, 4)",54
09/Feb/2026 12:12:45,Query,SELECT * FROM creditcard WHERE userid = 5302,37
31/Jan/2026 06:10:57,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5931,73
26/Jan/2026 19:19:33,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda12, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Davis, mary89@yahoo.com)",73
31/Jan/2026 01:32:56,Query,SELECT ccexpire FROM creditcard WHERE userid = 1572,13
01/Feb/2026 02:23:03,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia77, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Brown, linda68@hotmail.com)",34
07/Feb/2026 14:17:55,Connect,dbuser on BCG using TCP/IP,
17/Feb/2026 20:09:27,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william79, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Jones, michael73@company.com)",30
20/Feb/2026 10:46:53,Connect,dbuser on BCG using TCP/IP,
26/Jan/2026 01:28:55,Connect,dbuser on BCG using TCP/IP,
03/Feb/2026 16:20:22,Query,DELETE FROM sessions WHERE userid = 3463,12
01/Feb/2026 20:09:24,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3073, PZ-SG-G05, 5)",15
19/Feb/2026 07:58:33,Query,UPDATE products SET stock = stock - 1 WHERE productid = 7937,67
07/Feb/2026 16:27:52,Connect,admin on BCG using TCP/IP,
09/Feb/2026 06:57:37,Query,SELECT email FROM users WHERE userid = 2410,18
27/Jan/2026 07:12:36,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1170,30
28/Jan/2026 15:04:05,Query,SELECT email FROM users WHERE userid = 3000,13
11/Feb/2026 02:28:32,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9161, BS-AG-G09, 5)",86
10/Feb/2026 10:33:29,Query,SELECT ccexpire FROM creditcard WHERE userid = 8968,37
08/Feb/2026 04:45:42,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2828, FS-SG-G03, 5)",27
16/Feb/2026 11:41:40,Query,DELETE FROM sessions WHERE userid = 2603,29
01/Feb/2026 20:20:47,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8086,55
30/Jan/2026 10:00:15,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth63, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Garcia, mary34@example.org)",16
10/Feb/2026 08:58:03,Query,SELECT ccexpire FROM creditcard WHERE userid = 3083,34
01/Feb/2026 19:54:48,Query,UPDATE users SET email = mary@example.org WHERE userid = 3062,48
14/Feb/2026 21:31:03,Connect,dbuser on BCG using TCP/IP,
05/Feb/2026 07:46:50,Query,SELECT ccexpire FROM creditcard WHERE userid = 9028,24
26/Jan/2026 19:23:35,Query,SELECT * FROM creditcard WHERE userid = 7125,5
23/Feb/2026 04:01:45,Query,SELECT username FROM users WHERE userid = 7493,15
28/Jan/2026 07:47:03,Query,SELECT * FROM creditcard WHERE userid = 3467,46
28/Jan/2026 19:03:06,Query,SELECT * FROM users WHERE userid = 1747,12
12/Feb/2026 19:27:13,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5415, CU-PG-G06, 5)",91
02/Feb/2026 01:20:52,Connect,webapp on BCG using TCP/IP,
06/Feb/2026 20:03:02,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2493,86
29/Jan/2026 01:15:38,Connect,webapp on BCG using TCP/IP,
01/Feb/2026 20:42:02,Connect,admin on BCG using TCP/IP,
22/Feb/2026 04:14:06,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1543,39
03/Feb/2026 21:05:46,Query,DELETE FROM sessions WHERE userid = 2776,20
31/Jan/2026 09:45:34,Query,SELECT email FROM users WHERE userid = 4822,49
19/Feb/2026 14:16:30,Connect,admin on BCG using TCP/IP,
26/Jan/2026 11:21:27,Query,SELECT username FROM users WHERE userid = 4722,39
30/Jan/2026 15:12:42,Connect,webapp on BCG using TCP/IP,
18/Feb/2026 04:42:06,Query,DELETE FROM sessions WHERE userid = 8711,30
08/Feb/2026 05:24:35,Query,SELECT email FROM users WHERE userid = 4985,35
18/Feb/2026 21:35:42,Query,DELETE FROM sessions WHERE userid = 6611,12
18/Feb/2026 04:37:12,Query,SELECT * FROM users WHERE userid = 7150,29
31/Jan/2026 10:41:55,Query,SELECT * FROM creditcard WHERE userid = 9482,15
19/Feb/2026 03:45:23,Query,DELETE FROM sessions WHERE userid = 2304,30
05/Feb/2026 09:54:41,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2077,62
31/Jan/2026 23:13:22,Query,DELETE FROM sessions WHERE userid = 9488,8
11/Feb/2026 10:13:31,Connect,admin on BCG using TCP/IP,
22/Feb/2026 21:13:55,Query,SELECT * FROM users WHERE userid = 6346,29
14/Feb/2026 04:09:21,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1869, MB-AG-T01, 5)",91
13/Feb/2026 18:37:43,Query,UPDATE users SET email = jennifer@gmail.com WHERE userid = 5523,28
31/Jan/2026 00:25:25,Connect,dbuser on BCG using TCP/IP,
25/Jan/2026 09:07:44,Query,DELETE FROM sessions WHERE userid = 6723,24
04/Feb/2026 02:25:55,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5305, BS-AG-G09, 4)",97
14/Feb/2026 00:45:46,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2120,26
03/Feb/2026 16:32:06,Query,UPDATE users SET email = james@gmail.com WHERE userid = 2730,44
19/Feb/2026 22:01:15,Connect,dbuser on BCG using TCP/IP,
29/Jan/2026 12:18:37,Connect,admin on BCG using TCP/IP,
02/Feb/2026 16:56:54,Connect,webapp on BCG using TCP/IP,
25/Jan/2026 07:19:39,Connect,dbuser on BCG using TCP/IP,
